 array_element_name	array_element_type	organism	is_control	locus	description	chromosome
255382_at	oligonucleotide	Arabidopsis thaliana	no	AT4G03430	Encodes a nuclear protein similar to the human U5 small ribonucleoprotein-associated 102-kD protein and to the yeast pre-mRNA splicing factors Prp1p and Prp6p. STA1 expression is upregulated by cold stress, and the sta1-1 mutant is defective in the splicing of the cold-induced COR15A gene. Luciferase imaging was used to isolate a recessive mutant, sta1-1, with enhanced stability of the normally unstable luciferase transcript. This mutation also causes the stabilization of some endogenous gene transcripts and has a range of developmental and stress response phenotypes.	4
266634_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35530	Encodes a G group bZIP transcription factor family member that can bind cis elements with an ACGT core, such as G-box, Hex, C-box and As-1.  The protein is localized in the nucleus and can homodimerize and can heterodimerize with other G group members.	2
249168_at	oligonucleotide	Arabidopsis thaliana	no	AT5G42870	The PAH2 gene encodes a phosphatidate phosphohydrolase. Mutant analysis revealed its involvement in galactolipid synthesis pathway, and the membrane lipid remodeling. The pah1pah2 double-mutant showed enhanced Al-susceptibility under low-P conditions, but there was no significant differences in Al tolerance between pah1pah2 and wild type when they were grown in a solution containing 35 &#956;M Pi.	5
259443_at	oligonucleotide	Arabidopsis thaliana	no	AT1G02360	Chitinase family protein;(source:Araport11)	1
254594_at	oligonucleotide	Arabidopsis thaliana	no	AT4G18930	RNA ligase/cyclic nucleotide phosphodiesterase family protein;(source:Araport11)	4
247045_at	oligonucleotide	Arabidopsis thaliana	no	AT5G66930	meiotically up-regulated protein;(source:Araport11)	5
260191_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67580	Protein kinase superfamily protein;(source:Araport11)	1
255126_at	oligonucleotide	Arabidopsis thaliana	no	AT4G08270	glutathione S-transferase T3-like protein;(source:Araport11)	4
255756_at	oligonucleotide	Arabidopsis thaliana	no	AT1G19940	glycosyl hydrolase 9B5;(source:Araport11)	1
256177_at	oligonucleotide	Arabidopsis thaliana	no	AT1G51620	Protein kinase superfamily protein;(source:Araport11)	1
256216_at	oligonucleotide	Arabidopsis thaliana	no	AT1G56340	Encodes one of three Arabidopsis calreticulins.   In CRT-deficient mouse fibroblasts, this protein restores ER Ca2+ levels. Post-transcriptionally regulates together with CRT2 VAMP721/722 levels under ER stress.	1
257215_at	oligonucleotide	Arabidopsis thaliana	no	AT3G15070	Encodes a RING-type E3 ligase that positively regulates CIN-like TCP activity to promote leaf development by mediating the degradation of the TCP repressor TIE1.	3
252984_at	oligonucleotide	Arabidopsis thaliana	no	AT4G37990	Encodes an aromatic alcohol:NADP+ oxidoreductase whose mRNA levels are increased in response to treatment with a variety of phytopathogenic bacteria.  Though similar to mannitol dehydrogenases, this enzyme does not have mannitol dehydrogenase activity.	4
249452_at	oligonucleotide	Arabidopsis thaliana	no	AT5G39500	Encodes GNOM-LIKE1/ERMO1, a member of ARF-GEF family.  Required for endoplasmic reticulum (ER) morphology.The mRNA is cell-to-cell mobile.	5
263774_at	oligonucleotide	Arabidopsis thaliana	no	AT2G40280	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein;(source:Araport11)	2
255965_at	oligonucleotide	Arabidopsis thaliana	no	AT1G22290	14-3-3 family protein;(source:Araport11)	1
254284_at	oligonucleotide	Arabidopsis thaliana	no	AT4G22910	FIZZY-related 2;(source:Araport11)	4
245732_at	oligonucleotide	Arabidopsis thaliana	no	AT1G73440	calmodulin-like protein;(source:Araport11)	1
248190_at	oligonucleotide	Arabidopsis thaliana	no	AT5G54130	Calcium-binding endonuclease/exonuclease/phosphatase family;(source:Araport11)	5
248191_at	oligonucleotide	Arabidopsis thaliana	no	AT5G54130	Calcium-binding endonuclease/exonuclease/phosphatase family;(source:Araport11)	5
258552_at	oligonucleotide	Arabidopsis thaliana	no	AT3G07010	Pectin lyase-like superfamily protein;(source:Araport11)	3
246903_at	oligonucleotide	Arabidopsis thaliana	no	AT5G25750	hypothetical protein;(source:Araport11)	5
253510_at	oligonucleotide	Arabidopsis thaliana	no	AT4G31730	Glutamine dumper1 is a putative transmembrane protein. It is involved in glutamine secretion The mRNA is cell-to-cell mobile.	4
260886_at	oligonucleotide	Arabidopsis thaliana	no	AT1G29200	O-fucosyltransferase family protein;(source:Araport11)	1
262705_at	oligonucleotide	Arabidopsis thaliana	no	AT1G16260	Wall-associated kinase family protein;(source:Araport11)	1
249371_at	oligonucleotide	Arabidopsis thaliana	no	AT5G40750	FBD / Leucine Rich Repeat domains containing protein;(source:Araport11)	5
246874_at	oligonucleotide	Arabidopsis thaliana	no	AT5G26120	alpha-L-arabinofuranosidase 2;(source:Araport11)	5
259561_at	oligonucleotide	Arabidopsis thaliana	no	AT1G21250	Encodes a cell wall-associated kinase that interacts with AtGRP3 and may function as a signaling receptor of extracellular matrix component such as oligogalacturonides. The mRNA is cell-to-cell mobile.	1
253389_at	oligonucleotide	Arabidopsis thaliana	no	AT4G32680	transmembrane protein;(source:Araport11)	4
250366_at	oligonucleotide	Arabidopsis thaliana	no	AT5G11420	Encodes a DUF642 cell wall protein.	5
252537_at	oligonucleotide	Arabidopsis thaliana	no	AT3G45710	Encodes a chloride permeable transporter. Modulates chloride efflux from roots.	3
265101_at	oligonucleotide	Arabidopsis thaliana	no	AT1G30880	hypothetical protein;(source:Araport11)	1
264791_at	oligonucleotide	Arabidopsis thaliana	no	AT2G17845	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)	2
266477_at	oligonucleotide	Arabidopsis thaliana	no	AT2G31085	Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can replace CLV3 function in vivo.	2
249323_at	oligonucleotide	Arabidopsis thaliana	no	AT5G40940	Fasciclin-like arabinogalactan protein. Possibly involved in embryogenesis and seed development.	5
248357_at	oligonucleotide	Arabidopsis thaliana	no	AT5G52380		5
267542_at	oligonucleotide	Arabidopsis thaliana	no	AT2G32740	galactosyltransferase 13;(source:Araport11)	2
249673_at	oligonucleotide	Arabidopsis thaliana	no	AT5G35920	a cytochrome P450 pseudogene	5
260233_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74550	Encodes a tricoumaroylspermidine meta-hydroxylase that participates in the formation of N<sup>1</sup>,N<sup>5</sup>-di(hydroxyferuloyol)- N<sup>10</sup>-sinapoylspermidine, an important constituent of pollen. This gene appears to be expressed in young flower buds and inflorescence tips with notably high levels of expression in the tapetum and pollen. It is also expressed in root tips.	1
250055_at	oligonucleotide	Arabidopsis thaliana	no	AT5G17770	Encodes NADH:cytochrome (Cyt) b5 reductase that displayed strict specificity to NADH for the reduction of a recombinant Cyt b5 (AtB5-A), whereas no Cyt b5 reduction was observed when NADPH was used as the electron donor.	5
254678_at	oligonucleotide	Arabidopsis thaliana	no	AT4G18500	hypothetical protein;(source:Araport11)	4
264013_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21070	This gene is predicted to an encode a nuclear-localized protein that is involved in regulating the period of circadian rhythms without affecting their amplitude or robustness. FIONA1 seems to act as a central oscillator-associated component, but its transcript levels are not regulated in a circadian or light-dependent manner. FIONA1 also appears to be involved in photoperiod-dependent flowering.	2
250809_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05140	Transcription elongation factor (TFIIS) family protein;(source:Araport11)	5
263054_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04620	Encodes a Zn transporter that localizes to the Golgi apparatus and forms a functional complex with AtMTP5t1 to transport Zn into the Golgi.	2
264359_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03320	hypothetical protein;(source:Araport11)	1
254942_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10880	hypothetical protein;(source:Araport11)	4
262176_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74960	Encodes a plastidic beta-ketoacyl-ACP synthase II, involved in fatty acid elongation from 16:0-ACP to 18:0-ACP. Homozygous knock-out mutants are embryo lethal, indicating early embryo development is sensitive to elevated 16:0.	1
261456_at	oligonucleotide	Arabidopsis thaliana	no	AT1G21050	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617);(source:Araport11)	1
250422_at	oligonucleotide	Arabidopsis thaliana	no	AT5G10840	Endomembrane protein 70 protein family;(source:Araport11)	5
267245_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02640	Cysteine/Histidine-rich C1 domain family protein;(source:Araport11)	2
245403_at	oligonucleotide	Arabidopsis thaliana	no	AT4G17590	NOL1/NOP2/sun family protein;(source:Araport11)	4
254791_at	oligonucleotide	Arabidopsis thaliana	no	AT4G12910	serine carboxypeptidase-like 20;(source:Araport11)	4
257010_at	oligonucleotide	Arabidopsis thaliana	no	AT3G14090	A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree.	3
255016_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10120	Encodes a protein with putative sucrose-phosphate synthase activity.	4
252220_at	oligonucleotide	Arabidopsis thaliana	no	AT3G49940	LOB domain-containing protein 38;(source:Araport11)	3
261039_at	oligonucleotide	Arabidopsis thaliana	no	AT1G17455	Expressed protein	1
267445_at	oligonucleotide	Arabidopsis thaliana	no	AT2G33680	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)	2
246194_at	oligonucleotide	Arabidopsis thaliana	no	AT4G37000	Mutants have spontaneous spreading cell death lesions and constitutive activation of defenses in the absence of pathogen infection.  Its product was shown to display  red chlorophyll catabolite reductase (RCCR), which catalyzes one step in the breakdown of the porphyrin component of chlorophyll. The enzyme was further assessed to be a Type-1 (pFCC-1-producing) RCCR.Upon P. syringae infection, ACD2 localization shifts from being largely in chloroplasts to partitioning to chloroplasts, mitochondria, and to a small extent, cytosol. Overexpression of ACD2 delayed cell death and the replication of P. syringae.	4
263676_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09340	Encodes CHLOROPLAST RNA BINDING (CRB), a putative RNA-binding protein.  CRB is important for the proper functioning of the chloroplast.  Mutations in CRB also affects the circadian system, altering the expression of both oscillator and output genes. The mRNA is cell-to-cell mobile.	1
249529_at	oligonucleotide	Arabidopsis thaliana	no	AT5G38730	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)	5
254551_at	oligonucleotide	Arabidopsis thaliana	no	AT4G19840	encodes a phloem lectin, similar to phloem lectin in cucumber and celery. Gene is expressed in the phloem, predominantly in the companion cells. The mRNA is cell-to-cell mobile.	4
257228_at	oligonucleotide	Arabidopsis thaliana	no	AT3G27890	Encodes NAD(P)H:quinone reductase which is an FMN binding protein that catalyzes the reduction of quinone substrates to hydroquinones.The enzyme activity was confirmed by in vitro assay.	3
263344_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04940	scramblase-like protein;(source:Araport11)	2
253296_at	oligonucleotide	Arabidopsis thaliana	no	AT4G33770	Inositol pyrophosphate kinase. Catalyzes the phosphorylation of phytic acid (InsP6) to the symmetric InsP7 isomer 5-InsP7.	4
253981_at	oligonucleotide	Arabidopsis thaliana	no	AT4G26670	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein;(source:Araport11)	4
258011_at	oligonucleotide	Arabidopsis thaliana	no	AT3G19510	Encodes a member of the PHD-finger homeodomain protein family. The HAT3.1  homeodomain is highly divergent in sequence even at positions that are almost invariable among homeodomains. HAT3.1 shows a preference for the sequence T(A/G)(A/C)ACCA, different from those bound by other homeodomains.	3
259709_at	oligonucleotide	Arabidopsis thaliana	no	AT1G77655	hypothetical protein;(source:Araport11)	1
259069_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11710	lysyl-tRNA synthetase 1;(source:Araport11)	3
253699_at	oligonucleotide	Arabidopsis thaliana	no	AT4G29800	PATATIN-like protein 8;(source:Araport11)	4
257242_at	oligonucleotide	Arabidopsis thaliana	no	AT3G24220	A member of gene NCED-related gene family, encodes 9-cis-epoxycarotenoid dioxygenase, a key enzyme in the biosynthesis of abscisic acid. The expression of this gene declines during the first 12h of imbibition.	3
247984_s_at	oligonucleotide	Arabidopsis thaliana	no	AT5G56660	encodes IAA-amino acid hydrolase that has a broad range of substrate specificity. It is most active on IAA-Ala among the IAA-conjugate hydrolases tested.	5
254138_at	oligonucleotide	Arabidopsis thaliana	no	AT4G24950	Encodes the plant KASH protein SINE4; SINE4 interacts with SUN1 and SUN2 and is localized at the nuclear envelope.	4
257987_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20740	Encodes a protein similar to the transcriptional regular of the animal Polycomb group and is involved in regulation of establishment of anterior-posterior polar axis in the endosperm and repression of flowering during vegetative phase. Mutation leads endosperm to develop in the absence of fertilization and flowers to form in seedlings and non-reproductive organs. Also exhibits maternal effect gametophytic lethal phenotype, which is suppressed by hypomethylation.  Forms part of a large protein complex that can include VRN2 (VERNALIZATION 2), VIN3 (VERNALIZATION INSENSITIVE 3) and polycomb group proteins FERTILIZATION INDEPENDENT ENDOSPERM (FIE), CURLY LEAF (CLF) and SWINGER (SWN or EZA1).  The complex has a role in establishing FLC (FLOWERING LOCUS C) repression during vernalization. In the ovule, the FIE transcript  levels increase transiently just after fertilization.	3
251860_at	oligonucleotide	Arabidopsis thaliana	no	AT3G54660	Encodes glutathione reductase that is most likely localized in the chloroplast.	3
263800_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24600	Ankyrin repeat family protein;(source:Araport11)	2
265690_at	oligonucleotide	Arabidopsis thaliana	no	AT2G24320	alpha/beta-Hydrolases superfamily protein;(source:Araport11)	2
254660_at	oligonucleotide	Arabidopsis thaliana	no	AT4G18250	receptor Serine/Threonine kinase-like protein;(source:Araport11)	4
254194_at	oligonucleotide	Arabidopsis thaliana	no	AT4G23980	Encodes auxin response factor 9 (ARF9). The mRNA is cell-to-cell mobile.	4
